edad,genero,estrato,discapacidad,es_barranquilla,es_colombia,departamento,ciudad,pais,programa,semestre_actual,tipo_estudiante,tipo_admision,estado_academico,promedio,materias_cursadas,materias_perdidas,materias_repetidas,icfes_total,icfes_matematicas,icfes_lectura,icfes_ciencias,icfes_sociales,icfes_ingles,tipo_colegio,calendario_colegio,becado,graduado,perdidas_Dpto._Derecho,perdidas_Dpto._Lenguas_Extranjeras,perdidas_Dpto._Español,perdidas_Dpto._de_Economía,perdidas_Dpto._Humanidades_y_Filosofía,perdidas_Dpto._Psicología,perdidas_Dpto._Química_y_Biología,perdidas_Dpto._Salud_Pública,perdidas_Dpto._Ing._Civil_y_Ambiental,perdidas_Dpto._Odontología,perdidas_Dpto._Cs_Politica_y_Rel_Intern,perdidas_Dpto._Historia_y_Cs._Sociales,perdidas_Dpto._Ingeniería_de_Sistemas,perdidas_Dpto._Ingeniería_Mecánica,perdidas_Dpto._Finanzas_y_Contaduría,perdidas_Dpto._Diseño,perdidas_Dpto._Educación,perdidas_Dpto._Arquitectura_y_Urbanismo,perdidas_Dpto._Ingeniería_Industrial,perdidas_Dpto._Matematicas_y_estadístic,perdidas_Dpto._Emprendim_y_Management,perdidas_Dpto._Comunicación_Social,perdidas_Dpto._Música,perdidas_Dpto._Física,perdidas_Dpto.Ing_Eléctrica-Electrónica,perdidas_Dpto._Enfermería,perdidas_Dpto._Mercadeo_y_Neg._Internac,perdidas_Dpto._Medicina,desertor
20,0,3,0,0,1,8,169,5,4,5.0,1,1,1,4.4,20,7,0,356.0,67.0,71.0,73.0,75.0,67.0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
21,1,1,0,0,1,23,226,5,25,6.0,1,3,5,3.34,15,4,0,290.0,62.0,55.0,55.0,58.0,64.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,6,0,0,1,12,39,5,7,8.0,1,3,1,4.53,12,5,0,341.0,74.0,63.0,60.0,70.0,85.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,5,0,1,1,8,18,5,6,7.0,1,6,5,3.37,19,11,3,298.0,58.0,62.0,59.0,59.0,60.0,1,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,5,0,0,1,8,157,5,1,8.0,1,3,1,4.46,12,5,0,324.0,71.0,67.0,65.0,53.0,75.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
23,0,4,0,0,1,11,24,5,4,8.0,1,3,1,4.38,12,6,0,283.0,55.0,54.0,53.0,57.0,78.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
22,0,3,0,0,1,11,24,5,4,8.0,1,3,1,4.09,13,6,0,319.0,64.0,70.0,58.0,66.0,56.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
22,0,5,0,0,1,37,193,5,4,8.0,1,3,5,3.91,16,8,0,250.0,45.0,54.0,47.0,47.0,72.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
22,1,4,0,0,1,8,157,5,24,4.0,1,3,1,4.22,21,7,0,367.0,79.0,71.0,70.0,72.0,79.0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
22,1,4,0,0,1,8,157,5,18,7.0,1,3,5,4.05,16,5,0,363.0,75.0,74.0,69.0,68.0,87.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,4,0,0,1,8,157,5,0,8.0,1,3,1,4.49,7,0,0,352.0,71.0,68.0,64.0,72.0,89.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,4,0,1,1,8,18,5,6,6.0,1,3,5,3.51,17,8,0,297.0,55.0,62.0,56.0,58.0,79.0,1,1,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,6,0,0,1,8,157,5,0,5.0,1,3,5,3.63,18,8,1,340.0,72.0,63.0,68.0,63.0,87.0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0
21,0,4,0,1,1,8,18,5,6,6.0,1,3,5,3.85,17,7,1,287.0,55.0,60.0,55.0,56.0,69.0,1,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,2,0,1,1,8,18,5,18,6.0,1,3,1,4.49,18,6,0,357.0,75.0,69.0,72.0,69.0,74.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,2,0,1,1,8,18,5,18,5.0,1,3,5,3.67,19,9,1,297.0,63.0,57.0,61.0,57.0,58.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
20,1,1,0,0,1,8,115,5,9,6.0,1,3,5,3.88,19,7,0,375.0,75.0,82.0,73.0,70.0,75.0,1,0,2,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,2,0,0,1,12,111,5,14,6.0,1,3,5,3.97,14,5,0,367.0,74.0,73.0,73.0,73.0,75.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
20,0,1,0,1,1,8,18,5,2,6.0,1,3,1,4.34,22,8,0,344.0,61.0,73.0,69.0,75.0,61.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,2,0,1,1,8,18,5,10,6.0,1,3,1,4.01,17,6,0,277.0,50.0,56.0,50.0,64.0,59.0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
19,0,3,0,0,1,8,169,5,26,5.0,1,3,1,4.45,20,7,0,368.0,72.0,74.0,66.0,74.0,100.0,1,0,2,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,2,0,0,1,8,205,5,19,6.0,1,3,1,4.65,12,0,0,350.0,65.0,75.0,67.0,70.0,78.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,2,0,0,1,34,83,5,22,6.0,1,3,1,3.63,15,9,0,378.0,78.0,69.0,78.0,74.0,85.0,2,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
20,0,1,0,1,1,8,18,5,12,3.0,1,3,5,4.4,12,11,2,282.0,43.0,69.0,49.0,59.0,72.0,1,0,1,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1
20,1,3,0,0,1,8,157,5,15,6.0,1,3,1,4.22,15,5,0,365.0,70.0,72.0,72.0,74.0,84.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
21,1,4,0,1,1,8,18,5,22,5.0,1,3,5,3.45,12,7,0,323.0,62.0,64.0,69.0,62.0,69.0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
19,0,1,0,1,1,8,18,5,16,6.0,1,3,1,4.38,15,5,0,370.0,80.0,73.0,70.0,71.0,79.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
19,1,1,0,1,1,8,18,5,14,5.0,1,3,1,3.76,16,6,0,353.0,74.0,71.0,71.0,66.0,73.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0
18,0,2,0,1,1,8,18,5,7,6.0,1,3,1,4.73,12,5,0,410.0,100.0,78.0,76.0,75.0,79.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,1,0,0,1,23,226,5,19,7.0,1,3,1,4.64,17,6,0,377.0,72.0,78.0,71.0,72.0,100.0,1,0,2,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,1,0,0,1,23,226,5,20,6.0,1,3,1,4.9,17,5,0,392.0,83.0,83.0,74.0,76.0,72.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
20,0,2,0,0,1,8,205,5,24,9.0,1,3,1,4.74,16,7,0,398.0,100.0,79.0,75.0,68.0,70.0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
21,0,3,0,1,1,8,18,5,16,8.0,1,3,1,4.09,15,5,0,346.0,72.0,63.0,68.0,71.0,78.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
21,0,2,0,1,1,8,18,5,17,8.0,1,3,1,4.35,17,6,0,359.0,69.0,70.0,72.0,72.0,85.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,1,3,0,1,1,8,18,5,18,5.0,1,5,5,4.02,16,6,1,375.0,65.0,64.0,72.0,100.0,72.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0
20,0,3,0,1,1,8,18,5,26,7.0,1,3,1,4.31,14,5,0,315.0,64.0,61.0,61.0,64.0,69.0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,0,2,0,0,1,12,39,5,17,8.0,1,3,1,4.33,20,7,0,393.0,76.0,70.0,100.0,68.0,79.0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,4,3,1,1,8,18,5,6,8.0,1,3,5,4.32,18,6,0,341.0,68.0,67.0,65.0,74.0,65.0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,5,0,1,1,8,18,5,0,3.0,1,1,1,4.01,19,11,0,345.0,72.0,72.0,61.0,61.0,100.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0
21,0,4,0,1,1,8,18,5,16,7.0,1,3,5,3.71,17,8,3,300.0,55.0,65.0,53.0,69.0,54.0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
21,0,2,0,1,1,8,18,5,27,7.0,1,5,1,4.49,21,7,0,331.0,65.0,66.0,60.0,71.0,75.0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,4,0,1,1,8,18,5,18,8.0,1,3,1,4.7,16,6,0,343.0,62.0,68.0,71.0,71.0,75.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0,3,0,1,1,8,18,5,24,7.0,1,3,5,4.28,22,9,1,301.0,59.0,66.0,55.0,54.0,81.0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
21,0,3,0,1,1,8,18,5,16,7.0,1,3,5,3.52,17,10,2,359.0,71.0,79.0,63.0,73.0,75.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
21,0,3,0,1,1,8,18,5,24,8.0,1,3,1,4.55,17,6,0,328.0,64.0,65.0,62.0,69.0,74.0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
21,0,1,0,1,1,8,18,5,16,8.0,1,3,5,3.86,17,8,2,325.0,69.0,62.0,63.0,65.0,68.0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
22,1,6,0,1,1,8,18,5,16,9.0,1,3,1,3.92,12,6,0,380.0,79.0,68.0,77.0,72.0,100.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
22,1,3,0,1,1,8,18,5,16,9.0,1,3,5,3.94,12,5,0,345.0,68.0,77.0,64.0,64.0,77.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
22,0,3,0,1,1,8,18,5,0,8.0,4,5,1,4.42,5,0,0,318.0,68.0,61.0,63.0,56.0,82.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,5,0,1,1,8,18,5,0,9.0,1,3,1,4.04,0,0,0,342.0,67.0,69.0,64.0,68.0,86.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,4,0,1,1,8,18,5,0,9.0,1,3,1,4.76,5,0,0,302.0,68.0,67.0,56.0,45.0,78.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,3,0,1,1,8,18,5,27,6.0,1,3,1,4.45,23,8,0,371.0,82.0,66.0,72.0,74.0,82.0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,1,0,1,1,8,18,5,25,6.0,1,3,1,4.46,18,5,0,374.0,77.0,70.0,75.0,74.0,84.0,2,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,4,0,1,1,8,18,5,18,6.0,1,3,1,4.72,19,7,0,387.0,82.0,71.0,74.0,75.0,100.0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,6,0,1,1,8,18,5,7,6.0,1,3,1,4.28,10,5,0,342.0,67.0,72.0,68.0,64.0,77.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,3,0,1,1,8,18,5,9,6.0,1,3,5,3.91,18,6,0,273.0,55.0,57.0,53.0,54.0,53.0,2,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,5,0,0,1,12,39,5,0,7.0,1,3,1,4.2,12,6,0,334.0,67.0,74.0,57.0,71.0,62.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0
21,0,4,0,1,1,8,18,5,0,6.0,1,3,5,3.77,16,6,0,334.0,66.0,72.0,63.0,68.0,62.0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
20,1,3,0,0,1,8,157,5,14,6.0,1,3,5,3.5,14,5,0,345.0,75.0,61.0,67.0,69.0,82.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
22,0,3,0,1,1,8,18,5,20,6.0,1,3,1,4.22,19,5,0,282.0,50.0,56.0,52.0,67.0,58.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
19,1,5,0,0,1,8,157,5,26,2.0,3,3,2,3.32,11,2,0,328.0,64.0,64.0,65.0,65.0,78.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2,0,0,1,59,201,5,6,5.0,1,3,5,3.88,15,6,0,288.0,65.0,59.0,55.0,50.0,63.0,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,3,0,0,1,59,201,5,6,5.0,1,3,5,3.66,19,8,3,292.0,44.0,66.0,60.0,60.0,70.0,1,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,4,0,0,1,59,201,5,22,7.0,1,3,1,4.0,12,4,0,377.0,73.0,78.0,70.0,78.0,83.0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,0,2,5,0,1,59,201,5,22,6.0,1,3,5,4.01,14,5,0,341.0,71.0,68.0,67.0,67.0,68.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
20,1,2,0,0,1,59,201,5,22,3.0,1,3,8,2.75,13,11,3,351.0,74.0,71.0,73.0,66.0,60.0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
23,1,5,0,0,1,8,157,5,0,9.0,1,3,1,3.3,8,7,0,312.0,65.0,62.0,60.0,57.0,78.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0
22,1,5,0,0,1,8,157,5,18,9.0,1,3,1,4.3,5,0,0,350.0,75.0,66.0,66.0,63.0,100.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,5,0,0,1,8,157,5,18,9.0,1,3,1,4.55,11,5,0,378.0,82.0,70.0,73.0,75.0,84.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,6,0,0,1,8,157,5,16,9.0,1,3,1,3.83,6,0,0,356.0,80.0,68.0,72.0,62.0,80.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1,4,0,0,1,8,157,5,14,9.0,1,3,1,4.78,12,6,0,355.0,68.0,69.0,73.0,64.0,100.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0
22,1,5,0,0,1,8,157,5,7,4.0,1,1,1,4.12,17,8,1,329.0,64.0,68.0,68.0,59.0,78.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,6,0,0,1,8,157,5,0,9.0,1,3,1,4.58,5,1,0,236.0,52.0,40.0,44.0,45.0,71.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,1,6,0,0,1,8,157,5,16,4.0,3,3,2,2.47,15,17,4,207.0,61.0,38.0,32.0,23.0,76.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,1,0,0,0,3,0,0,0,0,1
22,1,3,0,0,1,5,174,5,17,8.0,1,3,5,4.37,18,6,0,358.0,69.0,74.0,73.0,72.0,68.0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,1,2,0,0,1,27,105,5,22,8.0,1,3,1,4.3,11,3,0,391.0,82.0,78.0,77.0,77.0,75.0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20,0,2,0,0,1,12,70,5,23,4.0,1,5,1,3.36,16,14,3,354.0,68.0,78.0,66.0,70.0,74.0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
20,0,3,0,1,1,8,18,5,24,7.0,1,3,1,4.21,21,7,0,304.0,62.0,57.0,63.0,64.0,52.0,1,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
24,1,5,3,0,1,12,39,5,0,8.0,1,3,5,3.4,6,5,0,285.0,54.0,61.0,51.0,55.0,77.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0
23,0,6,0,0,1,8,157,5,22,6.0,1,3,5,3.46,12,6,2,336.0,71.0,66.0,69.0,52.0,100.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
22,0,5,0,0,1,23,226,5,6,9.0,1,3,1,3.91,14,7,0,333.0,66.0,66.0,59.0,70.0,84.0,1,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1,5,0,0,1,23,226,5,13,9.0,1,3,1,4.06,13,6,0,370.0,75.0,72.0,75.0,72.0,81.0,1,1,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,1,0,0,1,8,157,5,22,8.0,1,3,1,4.31,11,3,0,343.0,60.0,73.0,64.0,76.0,74.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
22,0,4,0,1,1,8,18,5,7,6.0,1,3,1,4.31,12,5,0,270.0,62.0,60.0,31.0,63.0,53.0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,5,0,0,1,8,157,5,15,9.0,1,3,1,4.1,5,0,0,342.0,74.0,61.0,75.0,58.0,84.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,4,0,0,1,8,157,5,24,8.0,1,5,1,4.38,8,0,0,375.0,76.0,75.0,72.0,74.0,83.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,6,0,0,1,8,157,5,0,7.0,1,3,5,4.12,8,4,0,245.0,45.0,59.0,35.0,49.0,72.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22,1,3,7,0,1,8,157,5,18,9.0,1,3,1,4.2,17,7,0,347.0,68.0,68.0,71.0,66.0,83.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,6,0,0,1,8,157,5,22,10.0,1,3,1,4.36,12,4,0,360.0,68.0,74.0,71.0,71.0,84.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
22,1,5,0,0,1,8,157,5,22,10.0,1,3,1,4.08,11,3,0,315.0,64.0,55.0,65.0,64.0,75.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
23,0,5,0,0,1,8,157,5,5,7.0,1,3,5,3.84,14,7,0,280.0,57.0,57.0,52.0,52.0,73.0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22,1,6,0,1,1,8,18,5,16,2.0,4,5,5,2.0,3,3,0,330.0,69.0,65.0,64.0,64.0,72.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
21,1,2,0,0,1,34,113,5,22,8.0,1,3,5,3.79,14,6,1,343.0,71.0,66.0,76.0,60.0,73.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
21,1,3,0,1,1,8,18,5,25,6.0,1,3,5,3.65,10,5,1,334.0,76.0,65.0,70.0,57.0,64.0,1,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,5,0,1,1,8,18,5,0,7.0,1,5,5,3.7,10,5,0,235.0,58.0,57.0,43.0,25.0,62.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0
22,1,5,0,0,1,27,129,5,0,9.0,1,3,1,4.09,17,8,0,356.0,75.0,75.0,65.0,67.0,80.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0
22,0,5,0,0,1,27,129,5,22,10.0,1,3,1,4.19,11,3,0,347.0,66.0,69.0,67.0,65.0,100.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20,0,3,0,0,1,34,166,5,6,6.0,1,3,1,4.28,16,5,0,349.0,67.0,71.0,67.0,70.0,82.0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,2,0,0,1,34,166,5,22,7.0,1,3,5,4.08,12,4,0,360.0,74.0,72.0,66.0,72.0,83.0,1,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,3,0,0,1,34,166,5,1,6.0,1,3,1,3.95,17,8,0,307.0,66.0,65.0,58.0,55.0,67.0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0
20,0,1,0,0,1,34,166,5,6,4.0,1,3,8,3.03,19,13,4,275.0,64.0,55.0,46.0,56.0,52.0,1,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,5,0,0,1,34,166,5,9,1.0,4,1,5,3.34,15,10,4,383.0,73.0,77.0,70.0,79.0,100.0,1,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
