edad,genero,estrato,discapacidad,es_barranquilla,es_colombia,departamento,ciudad,pais,programa,semestre_actual,tipo_estudiante,tipo_admision,estado_academico,promedio,materias_cursadas,materias_perdidas,materias_repetidas,icfes_total,icfes_matematicas,icfes_lectura,icfes_ciencias,icfes_sociales,icfes_ingles,tipo_colegio,calendario_colegio,becado,graduado,perdidas_Dpto._Derecho,perdidas_Dpto._Lenguas_Extranjeras,perdidas_Dpto._Español,perdidas_Dpto._de_Economía,perdidas_Dpto._Humanidades_y_Filosofía,perdidas_Dpto._Psicología,perdidas_Dpto._Química_y_Biología,perdidas_Dpto._Salud_Pública,perdidas_Dpto._Ing._Civil_y_Ambiental,perdidas_Dpto._Odontología,perdidas_Dpto._Cs_Politica_y_Rel_Intern,perdidas_Dpto._Historia_y_Cs._Sociales,perdidas_Dpto._Ingeniería_de_Sistemas,perdidas_Dpto._Ingeniería_Mecánica,perdidas_Dpto._Finanzas_y_Contaduría,perdidas_Dpto._Diseño,perdidas_Dpto._Educación,perdidas_Dpto._Arquitectura_y_Urbanismo,perdidas_Dpto._Ingeniería_Industrial,perdidas_Dpto._Matematicas_y_estadístic,perdidas_Dpto._Emprendim_y_Management,perdidas_Dpto._Comunicación_Social,perdidas_Dpto._Música,perdidas_Dpto._Física,perdidas_Dpto.Ing_Eléctrica-Electrónica,perdidas_Dpto._Enfermería,perdidas_Dpto._Mercadeo_y_Neg._Internac,perdidas_Dpto._Medicina,desertor
16,1,2,0,0,1,34,166,5,11,0.0,2,3,0,3.9,6,1,0,350.0,73.0,74.0,67.0,67.0,67.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,4,0,1,1,8,18,5,6,0.0,2,3,0,4.04,6,6,0,288.0,52.0,59.0,57.0,55.0,80.0,2,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,0,3,0,0,1,23,226,5,1,0.0,2,3,0,2.88,6,4,0,247.0,51.0,51.0,52.0,38.0,66.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17,0,2,0,0,1,27,170,5,19,0.0,2,3,0,3.8,6,1,0,323.0,65.0,64.0,67.0,60.0,72.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,3,0,0,1,8,157,5,6,0.0,2,3,0,3.44,5,0,0,351.0,73.0,62.0,73.0,70.0,79.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,6,0,0,1,8,157,5,16,0.0,2,3,0,3.65,6,1,0,290.0,65.0,56.0,64.0,45.0,64.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,0,1,0,0,1,37,43,5,1,0.0,2,3,0,4.17,6,0,0,269.0,53.0,56.0,48.0,57.0,58.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,3,0,0,1,23,226,5,13,0.0,2,3,0,3.98,6,0,0,299.0,67.0,59.0,54.0,55.0,72.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,3,0,1,1,8,18,5,19,1.0,2,3,0,4.35,6,0,0,353.0,69.0,67.0,70.0,67.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,1,1,8,18,5,7,0.0,2,3,0,4.28,8,0,0,276.0,56.0,62.0,56.0,48.0,51.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,3,0,1,1,8,18,5,18,0.0,2,3,0,4.42,5,0,0,348.0,72.0,75.0,64.0,70.0,61.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,1,0,0,1,59,201,5,6,0.0,2,3,0,3.9,6,1,0,418.0,82.0,100.0,76.0,78.0,80.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1,0,0,1,34,183,5,6,0.0,2,3,0,4.23,6,0,0,334.0,67.0,70.0,65.0,69.0,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,2,0,0,1,34,183,5,22,0.0,2,3,0,3.72,6,0,0,319.0,70.0,66.0,62.0,60.0,56.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,4,0,0,1,27,129,5,0,4.0,2,3,0,3.75,6,0,0,290.0,56.0,67.0,52.0,54.0,68.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,0,1,59,58,5,7,0.0,2,3,0,4.53,8,0,0,362.0,72.0,72.0,73.0,70.0,81.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1,0,0,1,59,58,5,13,0.0,2,3,0,2.6,6,4,0,290.0,68.0,61.0,52.0,49.0,65.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
16,1,1,0,0,1,8,205,5,17,0.0,2,3,0,4.15,5,1,0,273.0,66.0,54.0,50.0,48.0,55.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,1,1,0,1,1,8,18,5,5,4.0,2,3,0,4.33,6,0,0,283.0,57.0,55.0,54.0,61.0,56.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,0,0,1,27,105,5,7,0.0,2,3,0,4.27,7,0,0,364.0,76.0,74.0,68.0,71.0,80.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,5,0,0,1,59,201,5,18,0.0,2,3,0,4.15,6,0,0,317.0,65.0,65.0,64.0,58.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,4,0,1,1,8,18,5,16,0.0,2,3,0,3.78,5,0,0,323.0,60.0,65.0,68.0,60.0,81.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,4,0,0,1,27,129,5,22,0.0,2,3,0,3.98,5,0,0,351.0,72.0,75.0,69.0,62.0,79.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,2,0,0,1,8,205,5,12,0.0,2,3,0,4.17,6,0,0,349.0,67.0,76.0,69.0,67.0,70.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,4,0,0,1,23,226,5,16,0.0,2,3,0,3.12,6,3,0,331.0,70.0,70.0,65.0,59.0,68.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
17,0,1,0,0,1,27,129,5,27,0.0,2,3,0,4.42,6,0,0,305.0,56.0,60.0,58.0,66.0,73.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,2,0,0,1,12,111,5,18,0.0,2,3,0,4.1,6,0,0,394.0,82.0,75.0,79.0,79.0,79.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,2,0,0,1,34,113,5,6,0.0,2,3,0,4.18,6,0,0,343.0,64.0,74.0,65.0,68.0,79.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,2,0,0,1,59,58,5,13,0.0,2,3,0,3.85,6,0,0,348.0,75.0,72.0,68.0,64.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1,0,0,1,8,205,5,15,0.0,2,3,0,4.16,7,0,0,361.0,73.0,65.0,76.0,74.0,75.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,5,0,0,1,8,169,5,1,0.0,2,3,0,3.35,6,3,0,208.0,43.0,52.0,37.0,33.0,45.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,0,6,0,1,1,8,18,5,8,4.0,2,3,0,4.13,7,0,0,330.0,65.0,70.0,66.0,52.0,100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,4,0,1,1,8,18,5,24,0.0,2,3,0,4.34,7,0,0,347.0,66.0,68.0,63.0,70.0,100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,5,0,1,1,8,18,5,7,0.0,2,3,0,4.14,8,0,0,315.0,65.0,60.0,66.0,57.0,76.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,2,0,0,1,59,201,5,17,0.0,2,3,0,3.87,6,0,0,299.0,70.0,64.0,62.0,46.0,51.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,0,1,34,166,5,27,0.0,2,3,0,4.77,6,0,0,366.0,73.0,71.0,76.0,73.0,73.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1,0,0,1,34,166,5,6,0.0,2,3,0,4.03,6,0,0,380.0,85.0,73.0,74.0,73.0,73.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,2,0,0,1,34,166,5,1,0.0,2,3,0,4.62,6,0,0,323.0,58.0,69.0,57.0,70.0,77.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,5,0,0,1,23,226,5,17,0.0,2,3,0,4.3,6,1,0,362.0,81.0,69.0,71.0,67.0,78.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,1,2,0,0,1,23,226,5,12,0.0,2,3,0,3.77,6,0,0,313.0,61.0,66.0,62.0,59.0,71.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,2,0,0,1,12,111,5,5,4.0,2,3,0,3.8,6,2,0,317.0,66.0,68.0,58.0,63.0,59.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,1,2,0,0,1,12,111,5,18,0.0,2,3,0,4.15,6,0,0,416.0,100.0,80.0,79.0,75.0,80.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,2,0,0,1,12,111,5,17,0.0,2,3,0,4.24,5,0,0,375.0,78.0,76.0,75.0,69.0,81.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,2,0,0,1,59,58,5,22,0.0,2,3,0,4.14,5,0,0,324.0,61.0,70.0,63.0,61.0,77.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,1,0,0,1,59,58,5,0,4.0,2,3,0,4.02,6,0,0,336.0,71.0,68.0,61.0,68.0,70.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,3,0,0,1,59,58,5,3,0.0,2,3,0,3.9,6,0,0,352.0,82.0,61.0,76.0,66.0,60.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,0,0,1,34,223,5,22,0.0,2,3,0,3.82,6,0,0,285.0,55.0,59.0,61.0,56.0,47.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,2,0,1,1,8,18,5,23,0.0,2,3,0,4.36,8,0,0,373.0,72.0,71.0,75.0,77.0,86.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,1,1,8,18,5,8,0.0,2,3,0,4.45,8,0,0,399.0,74.0,100.0,72.0,76.0,71.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,2,0,0,1,23,50,5,9,0.0,2,3,0,4.3,6,0,0,385.0,75.0,79.0,71.0,81.0,82.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,6,0,1,1,8,18,5,1,0.0,2,3,0,3.87,6,1,0,326.0,65.0,74.0,58.0,62.0,71.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,0,5,0,1,1,8,18,5,6,0.0,2,3,0,3.73,6,0,0,305.0,64.0,64.0,52.0,62.0,68.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,5,0,1,1,8,18,5,8,0.0,2,3,0,4.75,8,0,0,388.0,81.0,75.0,71.0,76.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,1,0,0,1,8,205,5,7,0.0,2,3,0,4.03,8,0,0,332.0,67.0,68.0,72.0,62.0,55.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,1,1,8,18,5,7,0.0,2,3,0,4.83,8,0,0,376.0,79.0,72.0,77.0,74.0,71.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,2,0,0,1,34,166,5,7,0.0,2,3,0,4.12,8,0,0,262.0,58.0,49.0,45.0,55.0,61.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,2,0,0,1,34,166,5,26,0.0,2,3,0,4.0,6,0,0,275.0,57.0,59.0,48.0,54.0,61.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,2,0,0,1,23,25,5,5,4.0,2,3,0,4.45,6,0,0,283.0,59.0,54.0,56.0,59.0,53.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,2,10,0,1,23,25,5,22,0.0,2,3,0,3.97,6,1,0,296.0,63.0,54.0,59.0,63.0,53.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,0,1,34,183,5,1,0.0,2,3,0,3.28,5,1,0,322.0,60.0,68.0,70.0,65.0,48.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,2,0,0,1,59,188,5,12,0.0,2,3,0,4.12,6,1,0,322.0,72.0,59.0,68.0,59.0,62.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,0,2,0,1,1,8,18,5,4,0.0,2,3,0,3.87,7,1,0,244.0,47.0,53.0,49.0,46.0,50.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,1,1,8,18,5,5,4.0,2,3,0,4.33,6,0,0,312.0,66.0,63.0,60.0,63.0,56.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,1,0,1,1,8,18,5,4,0.0,2,3,0,4.01,7,1,0,252.0,55.0,48.0,50.0,48.0,52.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,1,0,1,1,8,18,5,17,0.0,2,3,0,4.8,5,0,0,417.0,100.0,80.0,75.0,79.0,81.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,3,0,1,1,8,18,5,16,0.0,2,3,0,4.28,6,0,0,348.0,68.0,66.0,71.0,71.0,78.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,2,0,1,1,8,18,5,18,0.0,2,3,0,4.45,6,0,0,417.0,100.0,73.0,80.0,83.0,77.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,1,0,1,1,8,18,5,15,0.0,2,3,0,4.56,7,0,0,354.0,77.0,74.0,69.0,63.0,71.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,5,0,1,1,8,18,5,18,0.0,2,3,0,4.33,6,0,0,386.0,83.0,75.0,74.0,75.0,82.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,1,1,8,18,5,26,0.0,2,3,0,4.38,5,0,0,366.0,72.0,73.0,68.0,71.0,100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,3,0,1,1,8,18,5,24,0.0,2,3,0,3.89,7,0,0,332.0,64.0,64.0,66.0,68.0,76.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,4,0,1,1,8,18,5,26,0.0,2,3,0,4.03,6,0,0,261.0,54.0,55.0,52.0,46.0,58.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,3,0,0,1,12,111,5,16,0.0,2,3,0,3.83,6,0,0,349.0,72.0,70.0,68.0,72.0,62.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,5,0,0,1,23,226,5,22,0.0,2,3,0,3.4,6,2,0,264.0,51.0,53.0,48.0,58.0,57.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,0,3,0,1,1,8,18,5,13,0.0,2,3,0,4.0,6,0,0,402.0,70.0,100.0,78.0,76.0,72.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,3,0,1,1,8,18,5,4,0.0,2,3,0,4.31,7,0,0,294.0,57.0,62.0,55.0,62.0,56.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,0,0,1,27,129,5,7,0.0,2,3,0,4.04,6,6,0,348.0,66.0,68.0,74.0,69.0,75.0,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,0,1,27,129,5,27,0.0,2,3,0,4.3,7,0,0,332.0,59.0,67.0,69.0,70.0,68.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,1,0,1,1,8,18,5,16,0.0,2,3,0,3.93,6,1,0,358.0,68.0,72.0,71.0,73.0,79.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,0,4,0,1,1,8,18,5,16,0.0,2,3,0,4.62,6,0,0,377.0,75.0,78.0,74.0,73.0,79.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,3,0,1,1,8,18,5,26,0.0,2,3,0,4.27,6,0,0,291.0,53.0,70.0,58.0,53.0,54.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,2,0,1,1,8,18,5,2,0.0,2,3,0,3.91,7,0,0,323.0,59.0,63.0,66.0,72.0,60.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,4,0,1,1,8,18,5,3,0.0,2,3,0,4.2,6,0,0,414.0,78.0,77.0,100.0,75.0,86.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,3,0,1,1,8,18,5,17,0.0,2,3,0,4.75,6,0,0,450.0,100.0,77.0,100.0,80.0,100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,3,0,1,1,8,18,5,17,0.0,2,3,0,4.78,6,0,0,400.0,100.0,68.0,72.0,73.0,100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,4,0,0,1,23,226,5,6,0.0,2,3,0,4.38,6,0,0,405.0,82.0,82.0,76.0,78.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,2,0,1,1,8,18,5,22,0.0,2,3,0,3.98,6,0,0,347.0,65.0,77.0,66.0,70.0,69.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,4,0,1,1,8,18,5,6,0.0,2,3,0,3.68,5,0,0,329.0,63.0,69.0,63.0,65.0,75.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,6,0,1,1,8,18,5,26,0.0,2,3,0,4.45,6,0,0,326.0,62.0,67.0,58.0,67.0,86.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,1,1,8,18,5,22,0.0,2,3,0,4.25,6,0,0,347.0,67.0,74.0,66.0,70.0,72.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,6,0,1,1,8,18,5,22,0.0,2,3,0,4.62,5,0,0,333.0,72.0,73.0,57.0,59.0,84.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,0,1,12,111,5,22,0.0,2,3,0,4.25,6,0,0,357.0,77.0,68.0,78.0,64.0,68.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,2,0,1,1,8,18,5,16,0.0,2,3,0,4.62,6,0,0,377.0,81.0,72.0,77.0,72.0,73.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,2,0,0,1,37,84,5,26,0.0,2,3,0,4.15,6,0,0,323.0,69.0,56.0,66.0,71.0,53.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,2,0,1,1,8,18,5,12,0.0,2,3,0,3.75,6,1,0,297.0,59.0,58.0,60.0,60.0,62.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,1,3,0,0,1,27,129,5,0,4.0,2,3,0,3.5,6,0,0,342.0,79.0,65.0,66.0,67.0,59.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,1,1,8,18,5,24,0.0,2,3,0,4.33,7,0,0,341.0,71.0,67.0,61.0,73.0,71.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,4,0,1,1,8,18,5,1,0.0,2,3,0,3.7,5,0,0,332.0,68.0,70.0,59.0,66.0,74.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,4,0,1,1,8,18,5,1,0.0,2,3,0,4.22,6,0,0,356.0,73.0,75.0,60.0,74.0,79.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,4,0,1,1,8,18,5,0,4.0,2,3,0,3.57,6,1,0,214.0,41.0,48.0,35.0,44.0,52.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,0,4,0,1,1,8,18,5,26,0.0,2,3,0,4.8,5,0,0,355.0,70.0,68.0,70.0,73.0,79.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,1,1,8,18,5,0,4.0,2,3,0,4.08,6,1,0,370.0,72.0,73.0,73.0,69.0,100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
