desertor,edad,genero,estrato,discapacidad,es_barranquilla,es_colombia,departamento,ciudad,pais,programa,semestre_actual,tipo_estudiante,tipo_admision,estado_academico,promedio,materias_cursadas,materias_perdidas,materias_repetidas,icfes_total,icfes_matematicas,icfes_lectura,icfes_ciencias,icfes_sociales,icfes_ingles,tipo_colegio,calendario_colegio,becado,graduado,perdidas_Dpto._Derecho,perdidas_Dpto._Lenguas_Extranjeras,perdidas_Dpto._Español,perdidas_Dpto._de_Economía,perdidas_Dpto._Humanidades_y_Filosofía,perdidas_Dpto._Psicología,perdidas_Dpto._Química_y_Biología,perdidas_Dpto._Salud_Pública,perdidas_Dpto._Ing._Civil_y_Ambiental,perdidas_Dpto._Odontología,perdidas_Dpto._Cs_Politica_y_Rel_Intern,perdidas_Dpto._Historia_y_Cs._Sociales,perdidas_Dpto._Ingeniería_de_Sistemas,perdidas_Dpto._Ingeniería_Mecánica,perdidas_Dpto._Finanzas_y_Contaduría,perdidas_Dpto._Diseño,perdidas_Dpto._Educación,perdidas_Dpto._Arquitectura_y_Urbanismo,perdidas_Dpto._Ingeniería_Industrial,perdidas_Dpto._Matematicas_y_estadístic,perdidas_Dpto._Emprendim_y_Management,perdidas_Dpto._Comunicación_Social,perdidas_Dpto._Música,perdidas_Dpto._Física,perdidas_Dpto.Ing_Eléctrica-Electrónica,perdidas_Dpto._Enfermería,perdidas_Dpto._Mercadeo_y_Neg._Internac,perdidas_Dpto._Medicina
0,21,M,1,00- Ninguno,0,1,Cesar,Valledupar,Colombia,Ingeniería Civil,8.0,Estudiante regular,Ordinaria Pregrado,Normal,3.92,19,8,1,340.0,73.0,66.0,72.0,62.0,65.0,PRIVADO,A,No becado,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,F,1,00- Ninguno,0,1,Magdalena,El Banco,Colombia,Odontología,8.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.05,17,6,0,352.0,72.0,74.0,68.0,70.0,63.0,PRIVADO,A,oficial,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,M,2,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Contaduría Pública,3.0,Estudiante regular,Ordinaria Pregrado,Normal,3.47,18,13,5,250.0,58.0,49.0,46.0,47.0,49.0,PRIVADO,A,No becado,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0
0,21,M,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Negocios Internacionales,7.0,Estudiante regular,Reingreso,Estudiante Distinguido,4.7,10,6,0,438.0,100.0,76.0,77.0,100.0,80.0,PRIVADO,A,oficial,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
1,21,F,3,00- Ninguno,0,1,Cordoba,Monteria,Colombia,Geología,3.0,Estudiante regular,Transferencia Externa,Normal,3.27,12,8,2,349.0,68.0,69.0,73.0,67.0,77.0,PRIVADO,A,No becado,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0
0,21,F,1,00- Ninguno,0,1,La Guajira,Fonseca,Colombia,Odontología,6.0,Estudiante regular,Ordinaria Pregrado,Normal,3.9,20,7,0,262.0,52.0,52.0,52.0,55.0,49.0,PÚBLICO,A,No becado,0,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,F,1,00- Ninguno,0,1,Bolivar,Mompos,Colombia,Arquitectura,5.0,Estudiante regular,Reingreso,Normal,3.58,20,8,0,263.0,50.0,56.0,53.0,50.0,56.0,PÚBLICO,A,No becado,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
0,21,M,2,00- Ninguno,0,1,Cundinamarca,Facatativa,Colombia,Medicina,8.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.26,12,3,0,365.0,76.0,73.0,76.0,70.0,64.0,PÚBLICO,A,No becado,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,20,F,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Comunicación Social y Period.,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.02,21,8,0,256.0,55.0,48.0,44.0,53.0,66.0,PRIVADO,A,No becado,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
0,20,F,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Diseño Gráfico,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.32,11,5,0,375.0,80.0,76.0,69.0,74.0,79.0,PRIVADO,A,Institucional,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,20,F,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Diseño Gráfico,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.48,11,5,0,348.0,77.0,68.0,67.0,64.0,78.0,PRIVADO,A,No becado,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,20,F,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Mecánica,2.0,Cambio Programa,Cambio de Programa,Periodo de prueba,3.54,5,0,0,363.0,72.0,71.0,72.0,66.0,100.0,PRIVADO,A,Institucional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,F,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Medicina,7.0,Estudiante regular,Ordinaria Pregrado,Normal,4.09,12,4,0,348.0,69.0,68.0,67.0,71.0,81.0,PRIVADO,A,No becado,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,20,F,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Industrial,6.0,Estudiante regular,Ordinaria Pregrado,Normal,3.33,17,10,3,333.0,70.0,70.0,61.0,61.0,81.0,PRIVADO,A,No becado,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
0,19,F,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Derecho,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.11,16,5,0,348.0,72.0,71.0,60.0,72.0,80.0,PRIVADO,A,No becado,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,M,5,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Derecho,4.0,Estudiante regular,Ordinaria Pregrado,Normal,2.83,15,14,5,318.0,61.0,70.0,57.0,63.0,75.0,PRIVADO,B,No becado,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,M,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Medicina,7.0,Estudiante regular,Ordinaria Pregrado,Normal,3.51,14,7,1,323.0,70.0,63.0,60.0,63.0,72.0,PRIVADO,B,No becado,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,21,F,4,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Ingeniería Industrial,8.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,3.99,17,5,0,362.0,67.0,73.0,69.0,71.0,100.0,PRIVADO,B,Institucional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0,21,M,4,00- Ninguno,0,1,Cordoba,Sahagun,Colombia,Administración de Empresas,5.0,Estudiante regular,Ordinaria Pregrado,Normal,3.93,17,6,1,317.0,67.0,69.0,59.0,57.0,68.0,PRIVADO,A,No becado,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0
0,21,M,5,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Economía,7.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.22,11,5,0,378.0,78.0,75.0,77.0,71.0,80.0,PRIVADO,B,Institucional,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,22,M,6,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Economía,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.25,6,0,0,381.0,81.0,71.0,73.0,76.0,88.0,PRIVADO,B,Institucional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,M,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Sistemas Y Computac,6.0,Estudiante regular,Ordinaria Pregrado,Normal,4.17,18,7,1,380.0,75.0,77.0,72.0,72.0,100.0,PRIVADO,A,oficial,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,20,F,6,00- Ninguno,0,1,La Guajira,Villanueva,Colombia,Derecho,3.0,Estudiante regular,Cambio de Programa,Normal,3.82,19,9,1,223.0,48.0,48.0,50.0,31.0,50.0,PRIVADO,A,No becado,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,M,2,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Industrial,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.29,16,5,0,327.0,68.0,65.0,63.0,65.0,66.0,PRIVADO,A,Institucional,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,20,F,2,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Negocios Internacionales,7.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.62,19,7,0,344.0,68.0,66.0,68.0,70.0,78.0,PRIVADO,A,No becado,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0
0,18,M,2,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Electrónica,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.3,14,5,0,368.0,78.0,70.0,73.0,74.0,71.0,PRIVADO,A,oficial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,20,F,2,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Negocios Internacionales,7.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.68,15,6,0,387.0,82.0,78.0,74.0,75.0,80.0,PRIVADO,A,oficial,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
0,21,F,5,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Civil,8.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.78,18,7,0,369.0,74.0,75.0,76.0,70.0,74.0,PRIVADO,A,Institucional,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,20,M,2,00- Ninguno,0,1,Sucre,Sincelejo,Colombia,Odontología,7.0,Estudiante regular,Ordinaria Pregrado,Normal,3.62,17,6,0,308.0,56.0,74.0,59.0,55.0,69.0,PRIVADO,A,No becado,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,F,2,00- Ninguno,0,1,Sucre,Sincelejo,Colombia,Medicina,7.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.08,12,4,0,352.0,77.0,70.0,68.0,66.0,72.0,PRIVADO,A,No becado,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,20,F,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Medicina,6.0,Estudiante regular,Ordinaria Pregrado,Normal,3.89,15,5,0,372.0,81.0,76.0,72.0,68.0,76.0,PRIVADO,A,oficial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,21,F,2,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Medicina,7.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.03,12,4,0,377.0,77.0,72.0,72.0,79.0,79.0,PRIVADO,A,oficial,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,18,F,2,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Lenguas Modernas y Cultura,7.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.57,18,12,0,370.0,76.0,75.0,73.0,71.0,76.0,PRIVADO,A,oficial,0,0,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,F,2,00- Ninguno,0,1,Bolivar,Magangue,Colombia,Medicina,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.34,15,5,0,372.0,77.0,71.0,71.0,79.0,74.0,PRIVADO,A,oficial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,19,F,2,00- Ninguno,0,1,Bolivar,Magangue,Colombia,Medicina,7.0,Estudiante regular,Ordinaria Pregrado,Normal,3.91,13,6,1,371.0,76.0,75.0,77.0,69.0,74.0,PRIVADO,A,oficial,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,20,F,2,00- Ninguno,0,1,Bolivar,Magangue,Colombia,Medicina,7.0,Estudiante regular,Ordinaria Pregrado,Normal,3.89,13,4,0,367.0,73.0,80.0,70.0,71.0,73.0,PRIVADO,A,oficial,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,19,F,2,00- Ninguno,0,1,Bolivar,Magangue,Colombia,Medicina,5.0,Estudiante regular,Ordinaria Pregrado,Normal,3.47,15,6,2,327.0,65.0,74.0,67.0,56.0,64.0,PRIVADO,A,No becado,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,20,F,2,00- Ninguno,0,1,Bolivar,Magangue,Colombia,Medicina,7.0,Estudiante regular,Ordinaria Pregrado,Normal,3.89,12,4,0,365.0,73.0,72.0,75.0,71.0,77.0,PRIVADO,A,oficial,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,21,F,2,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Sistemas Y Computac,5.0,Estudiante regular,Ordinaria Pregrado,Normal,3.41,19,12,2,365.0,80.0,70.0,70.0,69.0,82.0,PÚBLICO,A,oficial,0,0,2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,19,M,4,00- Ninguno,0,1,Cesar,Valledupar,Colombia,Ingeniería Sistemas Y Computac,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.25,17,5,0,365.0,75.0,67.0,75.0,71.0,85.0,PRIVADO,A,Institucional,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,20,M,6,00- Ninguno,0,1,Casanare,Yopal,Colombia,Negocios Internacionales,4.0,Estudiante regular,Cambio de Programa,Normal,3.86,18,7,1,353.0,71.0,78.0,65.0,68.0,71.0,PRIVADO,A,No becado,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,20,M,3,00- Ninguno,0,1,Casanare,Yopal,Colombia,Ingeniería Mecánica,5.0,Estudiante regular,Ordinaria Pregrado,Normal,3.2,15,10,4,303.0,69.0,52.0,56.0,61.0,73.0,PRIVADO,A,No becado,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,2,0,0,0,0
0,18,M,1,00- Ninguno,0,1,Magdalena,Santa Marta,Colombia,Ingeniería Industrial,3.0,Estudiante regular,Transferencia Externa,Periodo de prueba,3.26,14,11,3,330.0,65.0,67.0,65.0,64.0,76.0,PRIVADO,A,No becado,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,3,0,0,0,0
0,20,M,3,00- Ninguno,0,1,Magdalena,Santa Marta,Colombia,Ingeniería Electrónica,6.0,Estudiante regular,Ordinaria Pregrado,Normal,3.78,15,5,0,334.0,66.0,67.0,64.0,69.0,70.0,PRIVADO,A,No becado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,20,M,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Mecánica,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.49,15,4,0,428.0,100.0,82.0,80.0,76.0,100.0,PRIVADO,A,Institucional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,20,M,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Negocios Internacionales,6.0,Estudiante regular,Ordinaria Pregrado,Normal,3.95,13,7,0,334.0,65.0,72.0,60.0,66.0,79.0,PRIVADO,A,No becado,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
0,20,M,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Mecánica,5.0,Estudiante regular,Ordinaria Pregrado,Normal,3.57,18,7,0,335.0,70.0,65.0,68.0,67.0,62.0,PRIVADO,A,No becado,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,20,F,2,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Medicina,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.43,15,5,0,371.0,72.0,78.0,63.0,75.0,100.0,PRIVADO,A,oficial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,19,F,2,00- Ninguno,0,1,Bolivar,Achi,Colombia,Diseño Gráfico,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.62,12,6,0,336.0,62.0,72.0,68.0,68.0,64.0,PÚBLICO,A,No becado,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,19,M,1,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Electrónica,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.38,18,6,0,437.0,80.0,77.0,100.0,100.0,66.0,PÚBLICO,A,oficial,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,20,M,1,00- Ninguno,0,1,Atlántico,Soledad,Colombia,Medicina,7.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.15,12,4,0,413.0,83.0,73.0,75.0,100.0,82.0,PRIVADO,A,oficial,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,21,M,2,00- Ninguno,0,1,Cordoba,Monteria,Colombia,Ingeniería Civil,8.0,Estudiante regular,Ordinaria Pregrado,Normal,3.9,17,6,0,356.0,75.0,75.0,71.0,62.0,77.0,PRIVADO,A,oficial,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,F,2,00- Ninguno,0,1,Sucre,Sincelejo,Colombia,Medicina,8.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.6,11,3,0,396.0,82.0,66.0,100.0,72.0,70.0,PRIVADO,A,oficial,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,21,F,1,00- Ninguno,0,1,Magdalena,Cienaga,Colombia,Derecho,8.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.31,18,6,0,384.0,74.0,66.0,66.0,100.0,80.0,PÚBLICO,A,oficial,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,M,4,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Ingeniería Mecánica,6.0,Estudiante regular,Ordinaria Pregrado,Normal,3.63,11,6,1,359.0,100.0,62.0,72.0,55.0,66.0,PRIVADO,A,Institucional,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,22,M,1,00- Ninguno,0,1,La Guajira,Maicao,Colombia,Medicina,5.0,Estudiante regular,Transferencia Externa,Normal,3.56,16,5,1,389.0,100.0,76.0,75.0,66.0,61.0,PÚBLICO,A,No becado,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,20,F,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Negocios Internacionales,7.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.69,15,6,0,428.0,100.0,82.0,78.0,78.0,100.0,PRIVADO,A,oficial,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
0,20,F,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Relaciones Internacionales,7.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.53,21,7,0,381.0,75.0,76.0,70.0,76.0,100.0,PRIVADO,A,Institucional,0,1,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,F,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Psicología,5.0,Estudiante regular,Cambio de Programa,Estudiante Distinguido,4.48,17,5,0,324.0,56.0,72.0,63.0,65.0,75.0,PRIVADO,A,No becado,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,F,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Medicina,7.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.15,12,4,0,345.0,70.0,70.0,67.0,66.0,77.0,PRIVADO,A,No becado,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,20,F,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Diseño Gráfico,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.59,15,5,0,330.0,67.0,68.0,62.0,63.0,77.0,PRIVADO,A,No becado,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,20,F,4,09-Discapacidad Física o motora,1,1,Atlántico,Barranquilla,Colombia,Diseño Industrial,6.0,Estudiante regular,Ordinaria Pregrado,Normal,4.26,18,6,0,313.0,60.0,64.0,60.0,62.0,75.0,PRIVADO,A,No becado,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,20,F,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Industrial,5.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,3.99,17,7,0,352.0,76.0,75.0,65.0,64.0,76.0,PRIVADO,A,Institucional,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0,21,F,6,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Administración de Empresas,9.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.7,10,6,0,323.0,69.0,65.0,63.0,55.0,85.0,PRIVADO,B,No becado,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0
0,19,M,2,00- Ninguno,0,1,Bolivar,El Carmen De Bolivar,Colombia,Matemáticas,4.0,Estudiante regular,Reingreso,Estudiante Distinguido,4.41,17,6,0,360.0,71.0,73.0,72.0,73.0,70.0,PRIVADO,A,oficial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,20,M,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Mecánica,6.0,Estudiante regular,Ordinaria Pregrado,Normal,3.68,18,6,0,317.0,61.0,61.0,68.0,64.0,61.0,PÚBLICO,A,No becado,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,19,F,1,04-Baja Visión Irreversible,0,1,Bolivar,Cordoba,Colombia,Geología,5.0,Estudiante regular,Ordinaria Pregrado,Normal,3.86,18,6,0,325.0,61.0,69.0,64.0,68.0,59.0,PÚBLICO,A,No becado,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,19,F,2,00- Ninguno,0,1,Cordoba,Lorica,Colombia,Derecho,4.0,Estudiante regular,Ordinaria Pregrado,Normal,2.93,18,12,4,260.0,59.0,61.0,49.0,41.0,47.0,PRIVADO,A,No becado,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,M,1,00- Ninguno,0,1,Cordoba,Lorica,Colombia,Ingeniería Sistemas Y Computac,2.0,Estudiante regular,Cambio de Programa,Normal,3.91,18,7,1,357.0,68.0,74.0,72.0,70.0,75.0,PRIVADO,A,oficial,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,19,M,2,00- Ninguno,0,1,Cordoba,Lorica,Colombia,Medicina,4.0,Estudiante regular,Ordinaria Pregrado,Normal,3.52,13,5,2,320.0,63.0,72.0,62.0,56.0,72.0,PRIVADO,A,No becado,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,20,F,2,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ciencia Política y Gobierno,6.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.49,19,7,0,340.0,63.0,70.0,63.0,72.0,81.0,PRIVADO,A,No becado,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,M,5,00- Ninguno,0,1,Bolivar,Cartagena,Colombia,Ingeniería Sistemas Y Computac,4.0,Estudiante regular,Reingreso,Normal,3.24,10,7,0,374.0,72.0,68.0,74.0,77.0,100.0,PRIVADO,A,oficial,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
