desertor,edad,genero,estrato,discapacidad,es_barranquilla,es_colombia,departamento,ciudad,pais,programa,semestre_actual,tipo_estudiante,tipo_admision,estado_academico,promedio,materias_cursadas,materias_perdidas,materias_repetidas,icfes_total,icfes_matematicas,icfes_lectura,icfes_ciencias,icfes_sociales,icfes_ingles,tipo_colegio,calendario_colegio,becado,graduado,perdidas_Dpto._Derecho,perdidas_Dpto._Lenguas_Extranjeras,perdidas_Dpto._Español,perdidas_Dpto._de_Economía,perdidas_Dpto._Humanidades_y_Filosofía,perdidas_Dpto._Psicología,perdidas_Dpto._Química_y_Biología,perdidas_Dpto._Salud_Pública,perdidas_Dpto._Ing._Civil_y_Ambiental,perdidas_Dpto._Odontología,perdidas_Dpto._Cs_Politica_y_Rel_Intern,perdidas_Dpto._Historia_y_Cs._Sociales,perdidas_Dpto._Ingeniería_de_Sistemas,perdidas_Dpto._Ingeniería_Mecánica,perdidas_Dpto._Finanzas_y_Contaduría,perdidas_Dpto._Diseño,perdidas_Dpto._Educación,perdidas_Dpto._Arquitectura_y_Urbanismo,perdidas_Dpto._Ingeniería_Industrial,perdidas_Dpto._Matematicas_y_estadístic,perdidas_Dpto._Emprendim_y_Management,perdidas_Dpto._Comunicación_Social,perdidas_Dpto._Música,perdidas_Dpto._Física,perdidas_Dpto.Ing_Eléctrica-Electrónica,perdidas_Dpto._Enfermería,perdidas_Dpto._Mercadeo_y_Neg._Internac,perdidas_Dpto._Medicina
0,18,M,1,00- Ninguno,0,1,Cordoba,Lorica,Colombia,Medicina,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.28,11,6,0,324.0,64.0,60.0,63.0,71.0,69.0,PRIVADO,A,No becado,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,21,M,6,00- Ninguno,0,1,Atlántico,Soledad,Colombia,Negocios Internacionales,1.0,Estudiante regular,Ordinaria Pregrado,Periodo de prueba transitorio,3.22,14,14,3,178.0,34.0,30.0,38.0,39.0,39.0,PRIVADO,A,No becado,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,2,0
0,18,F,2,00- Ninguno,0,1,Quindio,Armenia,Colombia,Diseño Gráfico,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.39,14,7,0,335.0,59.0,71.0,69.0,72.0,57.0,PÚBLICO,A,No becado,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
0,18,M,5,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Administración de Empresas,0.0,Estudiante regular,Ordinaria Pregrado,Normal,3.48,12,7,0,243.0,46.0,51.0,44.0,53.0,50.0,PRIVADO,A,No becado,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,19,F,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Comunicación Social y Period.,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.69,13,7,0,310.0,61.0,71.0,57.0,60.0,59.0,PRIVADO,A,No becado,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
0,18,F,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Industrial,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.72,12,6,0,285.0,58.0,58.0,52.0,55.0,73.0,PRIVADO,A,No becado,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1,19,M,2,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Negocios Internacionales,1.0,Programa de recuperación,Ordinaria Pregrado,Fuera de programa 1,3.84,14,11,2,360.0,75.0,71.0,76.0,63.0,82.0,PÚBLICO,A,Institucional,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0
0,18,F,3,00- Ninguno,0,1,La Guajira,Albania,Colombia,Psicología,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.27,11,5,0,308.0,55.0,68.0,58.0,60.0,77.0,PRIVADO,B,No becado,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,M,5,11-Trastorno del Espectro Autista,0,1,Valle del Cauca,Jamundi,Colombia,Lenguas Modernas y Cultura,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.04,9,10,3,290.0,52.0,59.0,56.0,56.0,84.0,PRIVADO,B,No becado,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,18,M,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Industrial,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.98,12,6,0,365.0,77.0,70.0,66.0,75.0,84.0,PRIVADO,A,Institucional,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
0,18,M,1,00- Ninguno,0,1,Bolivar,Cartagena,Colombia,Ciencia de Datos,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.4,11,6,1,310.0,58.0,62.0,63.0,57.0,87.0,PRIVADO,B,No becado,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
0,18,F,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Negocios Internacionales,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.54,14,7,0,359.0,72.0,66.0,71.0,73.0,87.0,PRIVADO,B,No becado,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,18,M,4,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Ingeniería Eléctrica,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.22,13,7,0,320.0,69.0,55.0,62.0,58.0,100.0,PRIVADO,B,No becado,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
0,18,F,4,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Medicina,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.25,9,5,0,382.0,81.0,74.0,69.0,79.0,83.0,PRIVADO,B,No becado,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,18,M,3,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Medicina,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,3.92,9,5,0,365.0,75.0,71.0,74.0,69.0,82.0,PRIVADO,B,No becado,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,18,M,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Administración de Empresas,0.0,Estudiante regular,Ordinaria Pregrado,Normal,4.08,12,7,2,294.0,60.0,64.0,61.0,47.0,69.0,PRIVADO,B,No becado,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
0,18,F,5,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Negocios Internacionales,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.96,14,7,0,320.0,67.0,67.0,57.0,59.0,82.0,PRIVADO,B,No becado,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,18,M,5,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Ingeniería Electrónica,0.0,Estudiante regular,Ordinaria Pregrado,Normal,3.8,10,7,1,365.0,73.0,71.0,72.0,73.0,82.0,PRIVADO,B,Institucional,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
0,18,M,5,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Derecho,0.0,Cambio Programa,Cambio de Programa,Normal,3.35,11,6,0,315.0,65.0,63.0,57.0,63.0,75.0,PRIVADO,B,No becado,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
0,18,F,3,00- Ninguno,0,1,Antioquía,Medellin,Colombia,Medicina,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.82,11,6,0,301.0,57.0,67.0,58.0,58.0,62.0,PÚBLICO,A,No becado,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,19,F,3,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Relaciones Internacionales,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.37,14,7,0,338.0,69.0,65.0,65.0,67.0,82.0,PRIVADO,B,Institucional,0,0,2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,M,2,00- Ninguno,0,1,Sucre,Sincelejo,Colombia,Medicina,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,3.27,9,6,0,347.0,73.0,69.0,67.0,66.0,76.0,PRIVADO,A,No becado,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,18,M,1,00- Ninguno,0,1,Sucre,Sincelejo,Colombia,Ingeniería Industrial,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.2,11,8,2,255.0,63.0,44.0,53.0,44.0,50.0,PRIVADO,A,No becado,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
0,17,M,4,00- Ninguno,0,1,Sucre,Sincelejo,Colombia,Diseño Industrial,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,3.93,15,8,0,360.0,78.0,69.0,67.0,70.0,84.0,PRIVADO,A,Institucional,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
0,19,F,4,00- Ninguno,0,1,Atlántico,Soledad,Colombia,Diseño Industrial,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.44,15,8,0,291.0,43.0,68.0,56.0,61.0,73.0,PRIVADO,A,No becado,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
0,19,M,1,00- Ninguno,0,1,Atlántico,Soledad,Colombia,Medicina,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.03,9,5,0,301.0,66.0,59.0,54.0,66.0,48.0,PRIVADO,A,No becado,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,18,M,5,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Administración de Empresas,0.0,Estudiante regular,Ordinaria Pregrado,Normal,3.12,12,9,1,248.0,52.0,50.0,47.0,44.0,66.0,PRIVADO,A,No becado,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
0,18,M,5,00- Ninguno,0,1,Bolivar,Cartagena,Colombia,Medicina,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.03,9,5,0,357.0,69.0,69.0,73.0,69.0,87.0,PRIVADO,B,No becado,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,19,M,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Administración de Empresas,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.87,12,6,0,293.0,68.0,53.0,48.0,57.0,84.0,PRIVADO,B,No becado,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,19,F,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Medicina,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.12,9,5,0,328.0,69.0,62.0,64.0,61.0,84.0,PRIVADO,B,No becado,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,19,M,5,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Negocios Internacionales,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.42,14,9,0,352.0,78.0,68.0,66.0,64.0,87.0,PRIVADO,B,No becado,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,19,M,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Administración de Empresas,0.0,Estudiante regular,Ordinaria Pregrado,Normal,3.5,12,10,2,227.0,50.0,43.0,39.0,38.0,80.0,PRIVADO,B,No becado,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0
0,18,M,4,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Negocios Internacionales,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,3.79,14,7,0,333.0,72.0,69.0,63.0,59.0,76.0,PRIVADO,B,No becado,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,18,F,4,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Negocios Internacionales,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.1,14,7,0,355.0,67.0,71.0,68.0,68.0,100.0,PRIVADO,B,Institucional,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,18,M,5,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Ingeniería Sistemas Y Computac,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.44,10,5,0,390.0,83.0,73.0,75.0,78.0,87.0,PRIVADO,B,Institucional,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,18,M,3,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Ingeniería Sistemas Y Computac,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.74,10,5,0,406.0,100.0,77.0,74.0,74.0,80.0,PRIVADO,B,Institucional,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,18,M,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Ingeniería Sistemas Y Computac,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.34,10,5,0,392.0,83.0,74.0,78.0,76.0,86.0,PRIVADO,B,Institucional,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,19,F,5,00- Ninguno,0,1,Cesar,Valledupar,Colombia,Derecho,0.0,Cambio Programa,Cambio de Programa,Normal,3.9,10,7,0,276.0,48.0,65.0,53.0,46.0,82.0,PRIVADO,B,No becado,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,18,F,2,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Economía,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.22,11,6,0,392.0,72.0,80.0,78.0,81.0,85.0,PRIVADO,A,Institucional,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,18,F,5,00- Ninguno,0,1,Bolivar,Cartagena,Colombia,Arquitectura,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.08,11,7,0,303.0,66.0,59.0,58.0,53.0,79.0,PRIVADO,B,Institucional,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
0,18,M,5,00- Ninguno,0,1,Bogotá,Bogotá D.C.,Colombia,Enfermería,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,3.88,13,7,0,255.0,60.0,54.0,50.0,41.0,48.0,PRIVADO,A,No becado,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,19,M,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Industrial,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.2,10,5,0,369.0,75.0,73.0,70.0,75.0,80.0,PRIVADO,B,No becado,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1,20,F,5,00- Ninguno,0,1,Cundinamarca,Girardot,Colombia,Lenguas Modernas y Cultura,1.0,Estudiante regular,Ordinaria Pregrado,Normal,2.66,12,10,1,217.0,39.0,41.0,44.0,39.0,76.0,PRIVADO,B,No becado,0,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,20,M,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Música,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.71,18,10,1,270.0,56.0,55.0,50.0,54.0,56.0,PRIVADO,A,No becado,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
0,17,M,2,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Medicina,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.9,11,6,0,306.0,61.0,60.0,68.0,55.0,63.0,PRIVADO,A,No becado,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,17,M,1,00- Ninguno,0,1,Bolivar,Mompos,Colombia,Ingeniería Civil,1.0,Estudiante regular,Ordinaria Pregrado,Periodo de prueba transitorio,3.42,12,8,2,323.0,66.0,67.0,64.0,61.0,67.0,PRIVADO,A,No becado,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1,18,F,3,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Negocios Internacionales,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.07,14,8,1,362.0,81.0,73.0,68.0,67.0,73.0,PÚBLICO,A,Institucional,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0
1,16,M,2,00- Ninguno,0,1,Cesar,Codazzi,Colombia,Ingeniería Sistemas Y Computac,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.54,11,8,1,309.0,57.0,57.0,66.0,62.0,77.0,PÚBLICO,A,No becado,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,18,M,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Mecánica,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.26,10,5,0,357.0,70.0,75.0,68.0,63.0,100.0,PRIVADO,A,Institucional,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,17,F,1,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Medicina,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.62,9,6,0,331.0,61.0,65.0,67.0,68.0,77.0,PRIVADO,A,No becado,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,17,M,2,00- Ninguno,0,1,La Guajira,Riohacha,Colombia,Arquitectura,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.28,11,7,1,216.0,50.0,44.0,35.0,42.0,48.0,PRIVADO,A,No becado,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
0,19,M,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Administración de Empresas,0.0,Estudiante regular,Ordinaria Pregrado,Normal,4.27,12,6,0,244.0,54.0,47.0,45.0,38.0,82.0,PRIVADO,B,No becado,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,19,M,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Administración de Empresas,0.0,Estudiante regular,Ordinaria Pregrado,Normal,3.82,12,8,1,251.0,52.0,44.0,48.0,45.0,85.0,PRIVADO,B,No becado,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
0,19,M,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Administración de Empresas,0.0,Estudiante regular,Ordinaria Pregrado,Normal,3.83,12,8,1,335.0,76.0,71.0,62.0,56.0,77.0,PRIVADO,B,No becado,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
0,18,M,4,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Medicina,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,3.95,9,5,0,360.0,75.0,72.0,67.0,69.0,86.0,PRIVADO,B,No becado,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,18,F,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Diseño Industrial,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.43,14,7,0,310.0,58.0,74.0,57.0,52.0,83.0,PRIVADO,B,No becado,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
0,18,M,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Ingeniería Civil,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.54,10,5,0,377.0,83.0,71.0,76.0,69.0,84.0,PRIVADO,B,Institucional,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,18,M,4,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Ingeniería Eléctrica,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.16,11,6,0,376.0,77.0,78.0,71.0,71.0,86.0,PRIVADO,B,No becado,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
0,19,M,5,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Derecho,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.53,13,7,1,248.0,50.0,50.0,41.0,53.0,62.0,PRIVADO,B,No becado,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,M,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Ingeniería Sistemas Y Computac,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.53,12,6,0,357.0,79.0,68.0,67.0,70.0,76.0,PRIVADO,B,Institucional,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,18,M,6,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Medicina,1.0,Estudiante regular,Ordinaria Pregrado,Estudiante Distinguido,4.08,9,5,0,400.0,100.0,74.0,71.0,68.0,100.0,PRIVADO,B,Institucional,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,18,M,3,00- Ninguno,0,1,Atlántico,Puerto Colombia,Colombia,Ingeniería Mecánica,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.86,10,5,0,355.0,72.0,72.0,67.0,68.0,87.0,PRIVADO,B,Institucional,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,18,M,6,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Sistemas Y Computac,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.6,12,6,0,325.0,69.0,63.0,63.0,58.0,85.0,PRIVADO,A,No becado,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,18,M,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Industrial,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.25,12,6,1,309.0,66.0,58.0,62.0,61.0,62.0,PRIVADO,A,No becado,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
0,20,M,4,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Industrial,1.0,Estudiante regular,Ordinaria Pregrado,Periodo de prueba transitorio,2.8,12,12,2,271.0,62.0,52.0,49.0,52.0,60.0,PRIVADO,A,No becado,0,0,2,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
0,18,M,1,00- Ninguno,0,1,Cesar,El Copey,Colombia,Medicina,0.0,Nuevo ingreso,Ordinaria Pregrado,Desconocido,3.68,5,0,0,254.0,47.0,57.0,51.0,50.0,46.0,PÚBLICO,A,No becado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,F,1,00- Ninguno,0,1,Cesar,Aguachica,Colombia,Medicina,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.48,10,7,1,332.0,70.0,70.0,65.0,64.0,55.0,PRIVADO,A,No becado,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,18,M,2,12-TDAH - Déficit de Aten. e Hipe,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Sistemas Y Computac,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.96,11,6,2,365.0,80.0,70.0,69.0,72.0,77.0,PÚBLICO,A,No becado,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,17,M,1,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Psicología,1.0,Estudiante regular,Ordinaria Pregrado,Normal,4.08,12,6,0,324.0,62.0,66.0,67.0,65.0,63.0,PÚBLICO,A,No becado,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,M,1,00- Ninguno,0,1,Bolivar,Turbaco,Colombia,Negocios Internacionales,1.0,Estudiante regular,Ordinaria Pregrado,Normal,3.4,14,10,1,332.0,64.0,65.0,63.0,71.0,75.0,PRIVADO,A,Institucional,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0
0,18,M,4,00- Ninguno,0,1,La Guajira,Riohacha,Colombia,Odontología,0.0,Cambio Programa,Cambio de Programa,Periodo Inicial,4.07,11,10,1,278.0,67.0,53.0,56.0,47.0,55.0,PRIVADO,A,No becado,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,20,M,3,00- Ninguno,1,1,Atlántico,Barranquilla,Colombia,Ingeniería Sistemas Y Computac,0.0,Nuevo ingreso,Ordinaria Pregrado,Desconocido,4.3,5,0,0,362.0,77.0,72.0,73.0,64.0,84.0,PRIVADO,A,No becado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
